1;0.18
2;0.24
3;0.45
4;0.26
5;0.37
6;0.31
7;0.2
8;0.19
9;0.34
10;0.26
11;0.32
12;0.27
13;0.03
14;0.25
15;0.55
16;0.29
17;0.32
18;0.37
19;0.65
20;0.01
21;0.16
22;0.13
23;0.31
24;0.21
25;0.11
26;0.29
27;0.11
28;0.57
29;0.34
30;0.15
31;0.36
32;0.37
33;0.2
34;0.5
35;0.19
36;0.48
37;0.13
38;0.5
39;0.38
40;0.34
41;0.44
42;0.16
43;0.11
44;0.59
45;0.3
46;0.36
47;0.19
48;0.48
49;0.29
50;0.14
51;0.32
52;0.15
53;0.21
54;0.05
55;0.25
56;0.34
57;0.17
58;0.19
59;0.23
60;0.23
61;0.26
62;0.3
63;0.19
64;0.3
65;0.18
66;0.25
67;0.13
68;0.18
69;0.18
70;0.3
71;0.19
72;0.2
73;0.5
74;0.06
75;0.32
76;0.21
77;0.26
78;0.37
79;0.39
80;0.3
81;0.5
82;0.16
83;0.19
84;0.33
85;0.02
86;0.05
87;0.22
88;0.06
89;0.38
90;0.28
91;0.25
92;0.19
93;0.34
94;0.16
95;0.23
96;0.19
97;0.02
98;0.33
99;0.15
100;0.28
101;0.42
102;0.41
103;0.31
104;0.07
105;0.07
106;0.25
107;0.35
108;0.04
109;0.06
110;0.24
111;0.22
112;0.43
113;0.16
114;0.38
115;0.17
116;0.18
117;0.65
118;0.29
119;0.15
120;0.04
121;0.36
122;0.59
123;0.3
124;0.32
125;0.19
126;0.04
127;0.39
128;0.27
129;0.25
130;0.26
131;0.18
132;0.26
133;0.3
134;0.2
135;0.19
136;0.2
137;0.34
138;0.03
139;0.28
140;0.25
141;0.38
142;0.25
143;0.21
144;0.13
145;0.37
146;0.07
147;0.18
148;0.35
149;0.06
150;0.33
151;0.24
152;0.33
153;0.22
154;0.38
155;0.27
156;0.02
157;0.22
158;0.42
159;0.1
160;0.08
161;0.13
162;0.28
163;0.17
164;0.41
165;0.24
166;0.22
167;0.17
168;0.23
169;0.58
170;0.2
171;0.3
172;0.27
173;0.44
174;0.33
175;0.19
176;0.32
177;0.28
178;0.22
179;0.1
180;0.23
181;0.2
182;0.26
183;0.11
184;0.26
185;0.31
186;0.07
187;0.39
188;0.31
189;0.14
190;0.24
191;0.26
192;0.19
193;0.21
