1;0.152;0.127;10.9459999999963;71.705;10.096;-1441.49061779252;-1467.57504626086;3.34695224947908;3.35864578980019;3.36488493251002;3.0536118073551;2894.2277102261;2945.35619717132;52.168856936677;0.184815184815185;2;2
2;0.073;0.121;9.51699999999255;51.5;7.675;-1343.46498496768;-1373.09492802202;0;0;139.502556894827;30.6382981314498;3104.8422818685;2837.9739945632;59.2598861086822;0.766233766233766;1;1
3;0.051;0.099;9.81500000000233;58.017;7.676;-1357.16681504444;-1386.33586624377;0;0;57.1412724138234;21.3856516703234;2885.51358401092;2836.7374193873;58.3381023986435;0.621378621378621;1;1
4;0.044;0.094;7.00699999999779;20.263;2.178;-1320.06558438618;-1352.18517770171;0;0;239.305606820687;54.6465406773647;3357.02669836751;2868.07676094868;64.2391866310591;0.853146853146853;1;1
5;0.155;0.142;11.3960000000079;68.345;9.488;-1389.33799758564;-1414.3825803331;3.34230337005099;3.34009248721556;3.27565914619808;3.1110067028816;2789.62424994355;2839.16309661166;50.0891654949023;0.282717282717283;2;2
6;0.158;0.134;9.47800000000279;41.415;5.926;-1387.31516808977;-1415.36515411582;3.34304094623717;3.34234979711832;3.73601490647374;3.25530261316414;2787.11724070882;2841.61052524417;56.0999720520949;0.571428571428571;2;2
7;0.139;0.126;11.971000000005;81.628;9.087;-1455.6042674056;-1482.63177848589;3.34230016145428;3.3439799452095;3.71637397196553;3.52351753299165;2923.6297933299;2977.04023028362;54.0550221605822;0.103896103896104;2;2
8;0.139;0.123;9.93400000000838;56.357;8.669;-1385.84552011541;-1412.0534455225;3.54505160612755;3.54611357389454;4.40147608501399;4.06143361972738;2787.29444204761;2838.50482925863;52.4158508141732;0.262737262737263;3;3
9;0.06;0.133;10.1659999999974;70.15;10.021;-1337.00921427679;-1400.48871227002;0;0;690.273026850463;58.1046934885418;4741.8916126533;2975.04353006863;126.958995986474;0.999000999000999;1;1
10;0.181;0.123;10.2100000000064;53.021;7.728;-1422.15100053599;-1452.67930408434;3.62659668544568;3.57132744634007;4.86736202443713;4.16286208988773;2861.55698644238;2920.11611420571;61.0566070967084;0.250749250749251;3;3
11;0.258;0.15;12.0570000000007;79.547;12.039;-1471.90456846721;-1500.6955975936;3.6933459952015;3.68989488264165;5.77251873552952;5.1750079808975;2965.1032626964;3020.48117580281;57.5820582527867;0.0859140859140859;4;4
12;0.08;0.237;9.84299999999348;61.617;7.454;-1360.51484440596;-1423.5548530617;0;0;665.101377058262;47.7474241863141;4713.49534925056;2990.1482057374;126.080017311464;0.986013986013986;1;1
13;0.067;0.188;9.52700000000186;57.059;7.262;6256852.34641712;-1433.62285448836;0;0;104580867.70163;18.8971745057621;300782575.877219;2923.85658452262;12516571.9385432;0.993006993006993;1;1
14;0.209;0.19;6.95499999998719;51.328;5.797;-1359.69412102522;-1386.90083090164;3.55521152576626;3.57281721763752;4.30020393643014;3.59157009891522;2734.63263020984;2786.53391578447;54.4134197528338;0.314685314685315;3;3
15;0.055;0.165;8.5570000000007;33.209;6.358;-1154.19455287304;-1337.06391504611;0;0;2644.9173891817;45.8145490363971;10231.8534894019;2811.37595323888;365.738724346149;0.824175824175824;1;1
16;0.07;0.19;9.90499999999884;69.336;7.362;-1349.82288390959;-1377.96820061128;0;0;45.3466221675498;13.5039180403131;2835.49210734316;2796.39052431535;56.2906334033751;0.798201798201798;1;1
17;0.21;0.184;11.0639999999985;71.236;11.251;-1417.48998162219;-1445.36433359569;3.54556534137103;3.5462558233605;5.50266609896966;5.09878793337773;2854.48712596603;2908.80406629986;55.7487039469975;0.2997002997003;3;3
18;0.141;0.15;9.62200000000303;65.492;7.547;-1415.52141674019;-1440.85948131322;3.342302332985;3.34177759156176;2.76430692872448;2.51934257108282;2840.28199273768;2890.13937607477;50.6761291460621;0.280719280719281;2;2
