1;0.22
2;0.12
3;0.09
4;0.01
5;0.18
6;0.45
7;0.03
8;0.07
9;0.28
10;0.09
11;0.48
12;0.02
13;0
14;0.11
15;0
16;0.14
17;0.39
18;0.03
19;0.16
20;0.16
21;0.15
22;0.04
23;0.11
24;0.08
25;0.08
26;0.22
27;0
28;0
29;0
30;0
31;0
32;0.39
33;0.12
34;0.12
35;0.19
36;0.01
37;0.03
38;0.1
39;0.01
40;0.05
41;0.08
42;0
43;0.08
44;0.06
45;0.02
46;0.01
47;0.1
48;0.01
49;0
50;0.02
51;0.03
52;0.05
53;0
54;0
55;0.01
56;0.36
57;0
58;0.01
59;0.07
60;0.04
61;0.41
62;0.07
63;0.06
64;0.37
65;0.41
66;0.16
67;0.05
68;0.08
69;0.04
70;0.1
71;0.08
72;0
73;0.01
74;0.01
75;0.01
76;0.02
77;0.01
78;0.05
79;0
80;0
81;0.37
82;0.02
83;0.01
84;0.29
85;0
86;0
87;0.11
88;0
89;0
90;0
91;0
92;0
93;0.22
94;0.29
95;0.61
96;0
97;0.14
98;0.02
99;0
100;0.15
101;0.26
102;0.15
103;0.11
104;0.14
105;0.3
106;0.43
107;0.1
108;0.02
109;0.06
110;0.03
111;0.05
112;0.17
113;0.04
114;0
115;0.01
116;0.01
117;0.05
118;0.06
119;0.56
120;0.01
121;0.33
122;0.23
123;0.32
124;0
125;0.11
126;0.08
127;0.36
128;0.01
129;0.04
130;0.03
131;0
132;0.23
133;0.08
134;0
135;0.01
136;0.01
137;0.01
138;0.04
139;0.13
140;0.24
141;0.04
142;0.14
143;0.19
144;0.08
145;0.01
146;0.02
147;0.46
148;0.08
149;0.05
150;0.1
151;0.14
152;0
153;0.13
154;0.15
155;0.04
156;0.17
157;0.08
158;0.19
159;0.06
160;0.03
161;0.39
162;0.01
163;0.07
164;0.16
165;0
166;0
167;0.13
168;0.08
169;0.38
170;0.3
171;0.23
172;0
173;0.02
174;0.37
175;0.03
176;0.15
177;0
178;0.04
179;0
180;0.03
181;0.02
182;0
183;0
184;0.08
185;0.07
186;0.01
187;0.17
188;0.04
189;0.03
190;0.01
191;0.04
192;0.04
193;0.18
194;0
195;0.04
196;0.03
197;0
198;0.26
199;0.05
200;0
201;0.11
202;0.01
203;0.1
204;0.12
205;0.06
206;0.06
207;0.08
208;0.04
209;0.55
210;0.32
211;0.14
212;0.03
213;0.19
214;0.04
215;0.06
216;0.02
217;0.01
218;0
219;0.3
220;0
221;0.04
222;0
223;0.33
224;0
225;0.01
226;0.42
227;0
228;0.35
229;0
230;0
231;0.08
232;0.03
233;0.14
234;0.12
235;0.43
236;0.04
237;0.19
238;0.14
239;0
240;0.31
241;0.06
242;0.08
243;0.56
244;0.07
245;0.1
246;0.04
247;0.06
248;0.04
249;0.05
250;0.04
251;0.18
252;0.3
253;0.06
254;0
255;0
256;0.29
257;0.25
258;0.04
259;0.02
260;0.02
261;0.02
262;0.02
263;0.05
264;0.09
265;0.03
266;0
267;0.1
268;0.07
269;0.18
270;0.1
271;0.13
272;0.07
273;0.1
274;0
275;0.05
276;0
277;0.05
278;0.1
279;0.02
280;0
281;0.01
282;0
283;0
284;0.44
285;0.02
286;0.22
287;0.07
288;0.33
289;0.05
290;0.08
291;0.44
292;0.04
293;0.05
294;0.12
295;0.06
296;0.09
297;0.01
298;0.02
299;0.05
300;0.03
301;0
302;0.1
303;0.58
304;0.05
305;0
306;0.04
307;0.46
308;0.07
309;0
310;0.05
311;0.03
312;0.02
313;0.08
314;0.23
315;0.03
316;0.01
317;0.12
318;0.04
319;0.15
320;0.05
321;0.22
322;0.05
323;0.04
324;0.21
325;0.01
326;0.03
327;0.32
328;0.01
329;0.13
330;0.24
331;0.03
332;0.01
333;0
334;0.06
335;0.12
336;0.09
337;0.01
338;0
339;0.04
340;0.23
341;0
342;0.18
343;0.15
344;0
345;0.07
346;0.03
347;0.34
348;0.34
349;0.03
350;0.06
351;0.48
352;0.42
353;0.04
354;0.02
355;0.01
356;0.28
357;0.01
358;0
359;0.05
360;0.08
361;0.03
362;0.17
363;0.31
364;0.1
365;0.46
366;0.09
367;0.17
368;0.14
369;0.34
370;0.24
371;0.26
372;0.05
373;0.02
374;0.07
375;0
376;0.19
377;0
378;0.03
379;0.33
380;0.02
381;0.22
382;0.02
383;0.01
384;0.2
385;0.1
386;0.01
387;0.01
388;0.04
389;0
390;0
391;0.08
392;0.09
393;0.22
394;0.2
395;0.13
396;0.15
397;0.04
398;0.26
399;0.12
400;0
401;0.21
402;0.01
403;0.17
404;0.03
405;0.03
406;0.06
407;0.02
408;0.01
409;0.01
410;0.63
411;0.47
412;0.04
413;0
414;0.06
415;0.04
416;0.05
417;0.1
418;0
419;0.18
420;0.37
421;0.21
422;0.39
423;0.03
424;0.01
425;0.03
426;0.21
427;0.09
428;0.04
429;0.04
430;0
431;0
432;0.02
433;0.01
434;0.5
435;0
436;0.05
437;0.45
438;0.01
439;0.02
440;0.15
441;0.01
442;0.16
443;0.08
444;0.02
445;0.2
446;0.01
447;0.47
448;0
449;0.2
450;0.01
451;0.2
452;0
453;0.14
454;0.19
455;0.06
456;0.06
457;0.12
458;0.03
459;0.02
460;0.63
461;0.1
462;0.08
463;0.02
464;0.12
465;0.11
466;0.43
467;0.04
468;0.03
469;0.01
470;0
471;0.36
472;0
473;0
474;0.35
475;0
476;0
477;0
478;0
479;0.2
480;0.07
481;0.05
482;0
483;0.02
484;0
485;0.37
486;0.01
487;0.14
488;0.01
489;0.11
490;0.05
491;0.06
492;0
493;0
494;0.02
495;0.02
496;0
497;0.03
498;0.02
499;0.03
500;0
501;0.07
502;0.11
503;0.05
504;0.03
505;0.09
506;0.15
507;0.07
508;0
509;0.28
510;0.01
511;0.18
512;0.5
513;0.17
514;0.06
515;0.09
516;0.29
517;0.02
518;0.02
519;0
520;0
521;0.22
522;0.15
523;0
524;0.12
525;0.11
526;0.76
527;0.05
528;0.02
529;0.41
530;0.09
531;0.06
532;0.58
533;0.21
534;0.01
535;0.23
536;0.2
537;0.57
538;0.11
539;0.17
540;0.07
541;0.05
542;0
543;0.05
544;0.3
545;0
546;0.37
547;0
548;0.33
549;0.03
550;0.17
551;0.01
552;0.32
553;0.08
554;0
555;0
556;0.28
557;0
558;0.24
559;0
560;0.03
561;0.01
562;0.24
563;0.02
564;0.12
565;0
566;0.1
567;0.03
568;0
569;0.2
570;0.03
571;0.18
572;0.02
573;0.09
574;0
575;0.04
576;0
577;0.18
578;0.13
579;0.08
580;0.17
581;0.11
582;0
583;0.58
584;0.36
585;0.05
586;0.01
587;0.02
588;0.2
589;0.08
590;0.01
591;0.1
592;0.25
593;0.07
594;0.12
595;0.29
596;0.18
