1;0.269;0.14;19.9000000000015;128.697;10.593;-1266.17143782741;-1278.46628001217;4.80384993415194;4.77007990721771;27.2737780131538;27.1922757707497;2657.38658001196;2681.60259622672;24.5896843695273;0.781218781218781;24;24
2;0.249;0.128;19.898000000001;122.787;10.793;-1122.74622983926;-1133.05933838496;4.52134943320481;4.49533641915815;21.1832243485801;20.9810722480222;2338.96002546476;2358.69427896994;20.6262170914074;0.314685314685315;17;17
3;0.276;0.143;20.0060000000012;136.337;10.985;-1279.92368516311;-1290.13559741441;4.80240436007281;4.9248863588875;29.2247253966718;28.3270239642658;2695.00531170254;2711.27746408751;20.4238245025995;0.792207792207792;26;26
4;0.255;0.126;19.8410000000003;122.857;9.786;-1147.34150714648;-1155.78715854813;4.60572937680579;4.84163527007776;21.2923986221956;20.386317722172;2389.81642425843;2402.65940130692;16.8913028032962;0.81018981018981;19;19
5;0.251;0.131;19.6889999999985;121.203;10.515;-1130.99442833666;-1144.60344797424;4.513532617995;4.65227264159594;18.9946653237042;18.2819776253515;2346.34261071006;2370.39566224854;27.2180392751575;0.045954045954046;18;18
6;0.256;0.144;20.1450000000041;128.075;11.234;-1197.63987831322;-1208.13964854943;4.63629453003144;4.75476343699844;25.3568175390793;24.6037130885864;2510.43149303055;2528.01099528114;20.99954047243;0.556443556443556;22;22
7;0.26;0.14;19.9029999999984;136.108;11.166;-1270.56330320033;-1277.30258310494;4.80532993840942;4.79766744956733;29.6237489179929;29.2444341786388;2677.549011715;2689.28076259544;13.4785598092162;0.706293706293706;25;25
8;0.268;0.151;19.9229999999952;136.627;11.39;-1288.15902488663;-1295.18472583011;5.43629837107028;5.18260311403749;27.6821924758328;28.6288509940442;2704.34211491102;2722.77160469346;14.051401886959;0.982017982017982;26;26
9;0.257;0.129;20.1359999999986;125.312;10.501;-1149.78976298207;-1157.73653755089;4.40424857763771;4.43367844788419;19.5589122036767;19.2276794859948;2384.65604855155;2399.10881573292;15.8935491376574;0.683316683316683;15;15
10;0.271;0.128;19.885000000002;129.977;10.173;-1166.43441483837;-1180.69978144069;4.67293756643152;4.68719246400763;24.8595960815059;24.0709326035444;2447.35150038699;2472.25030405615;28.530733204645;0.0799200799200799;25;25
