1;0.985;0.303;70.9949999999953;420.798;40.397;-5029.22248370262;-5074.83818763994;5.81500146602141;6.05091242856326;86.6287401397931;82.8756280201042;10544.7746650869;10614.9362769609;91.231407874644;0.735264735264735;47;47
2;0.678;0.197;72.045999999973;383.694;37.677;-4848.18697382341;-4902.75237757708;5.75433506042181;5.96157541055758;82.3575185438457;79.1351662986476;10158.7252069472;10249.765879579;109.130807507341;0.000999000999000999;47;47
3;0.75;0.236;71.8489999999874;396.125;39.937;-4713.40153704081;-4754.27563096407;5.61718360879628;5.72846935933337;71.9950614023382;69.6584438660265;9825.17472828876;9893.99366550255;81.7481878465242;0.828171828171828;40;40
4;0.712;0.199;72.0890000000363;402.617;40.976;-4912.03093399717;-4970.00849162806;5.77211076942738;6.2683615692327;79.1076089713599;72.6543327614934;10264.6500754005;10344.6638010264;115.955115261784;0.430569430569431;43;43
5;0.649;0.169;72.2469999999739;385.629;38.042;-4670.38626804611;-4722.75951972502;5.65029613796313;5.82020196049217;69.7602292867981;66.7713112826962;9726.77815088774;9814.98601692251;104.746503357819;0.0839160839160839;40;40
6;0.651;0.198;72.2449999999953;396.496;41.932;-4810.41708282733;-4856.20212422859;5.62414904782258;5.74558102122141;72.8455357516885;70.0953655267462;10023.9117658921;10100.2642790375;91.5700828025238;0.520479520479521;40;40
7;0.804;0.26;70.8780000000261;403.227;40.282;-4886.2060037178;-4930.02476743112;5.69824738939342;5.89539617413723;79.8266865332179;76.686430242518;10217.9226911225;10288.0345289862;87.6375274266411;0.849150849150849;44;44
8;0.697;0.192;72.414999999979;407.735;36.707;-5126.20136303457;-5188.04499385062;5.81219770872934;6.0866304708938;95.4152885420532;90.5254778933774;10793.7914978441;10889.7338496012;123.687261632112;0.026973026973027;53;53
9;0.64;0.214;72.2170000000042;394.481;41.011;-4862.06052765865;-4910.2550975311;5.76099128636744;5.93504624201703;74.4314498156132;71.2612900307187;10138.6654901109;10217.3984898842;96.389139744897;0.323676323676324;43;43
10;0.64;0.195;72.1800000000512;392.31;38.498;-4798.31362010387;-4840.6227475526;5.6751927074307;5.88348079676569;72.8869125206239;69.4618627294855;10000.8336754613;10066.4577499392;84.6182548974666;0.514485514485514;41;41
11;0.923;0.271;74.8640000000014;409.6;35.1;-5109.15093447336;-5165.43095230669;5.79932602643917;6.05313913085215;93.952974899523;89.5269997541266;10752.2715267072;10839.6771014728;112.560035666673;0.383616383616384;54;54
12;1.175;0.426;73.9320000000298;417.991;35.618;-5053.59443555309;-5132.53967179577;5.84008815201186;6.76828516269075;88.034011998126;76.5207235303508;10605.0029216922;10697.7881395422;157.89047248536;0.174825174825175;51;51
13;0.969;0.259;74.4510000000009;411.631;42.781;-5011.05468817762;-5066.00336010983;5.78836638079364;5.93383321321218;88.8756262708883;85.906150397251;10523.8025953742;10616.937571733;109.897343864413;0.265734265734266;50;50
14;0.973;0.26;73.8910000000033;419.644;39.244;-4994.49775866182;-5048.2644798723;5.78001732252022;6.08435043495573;81.4753309554221;77.1495625184857;10445.5181041465;10528.8134002026;107.533442420961;0.410589410589411;46;46
15;1.177;0.377;73.7570000000414;417.774;40.533;-4989.36987287604;-5049.68415422011;5.85914017658063;6.22502866688952;88.7463490608493;83.2187921498617;10481.4435565671;10570.7612658731;120.628562688145;0.735264735264735;52;52
16;0.861;0.28;73.0690000000177;395.053;36.55;-4705.11254980804;-4743.70881591302;5.67087001919427;5.83880027649307;71.2011467338319;68.6138854613921;9804.20377055976;9867.08016034422;77.1925322099542;0.898101898101898;40;40
17;0.937;0.266;75.0169999999925;397.015;41.789;-4774.53985755687;-4815.5055170081;5.65765063265279;5.79317592734671;77.8793030293709;75.238455949268;9982.8268977416;10050.0500729372;81.9313189024724;0.884115884115884;43;43
18;0.955;0.272;72.7280000000028;400.958;37.785;-4665.16175576556;-4702.81007231327;5.57318104677995;5.68448988716802;66.969956414982;64.6227665071881;9698.27911540719;9760.67949283562;75.2966330954096;0.574425574425574;37;37
19;0.879;0.274;73.4649999999674;403.733;37.267;-4889.38893415461;-4946.47686013731;5.73760969223147;5.93789940802237;80.7478316733908;77.085900761274;10230.3367565141;10324.0343192538;114.17585196541;0.41958041958042;45;45
20;0.846;0.284;73.1199999999953;395.206;38.609;-4667.66180623137;-4713.31657811865;5.56803843315094;5.83062951772311;67.5089081617159;63.7781386750462;9706.24039962225;9777.05183330572;91.3095437745706;0.10989010989011;37;37
21;0.873;0.313;72.2849999999744;392.097;38.227;-4725.5942850218;-4766.93227848996;5.65677954225958;5.87762648603015;69.1839853093765;66.204875714976;9834.00564298581;9900.19726566063;82.6759869363177;0.766233766233766;40;40
22;1.014;0.468;71.7619999999879;398.548;35.224;-4820.09327970056;-4869.26172999422;5.68384817237576;5.83060557189066;75.8147423456266;72.7557458102411;10062.4352135997;10143.735095656;98.3369005873137;0.350649350649351;43;43
23;0.989;0.438;71.5050000000047;394.984;36.419;-4533.54982667417;-4576.82401423748;5.52751434626012;5.69374499669438;56.9246326181209;54.4240596980472;9375.73063255546;9448.72153294038;86.5483751266274;0.492507492507492;32;32
24;0.898;0.299;72.4550000000163;407.552;42.043;-4813.92228176898;-4867.68492052011;5.65859216789245;5.84948342555732;73.8947222992577;70.618488528912;10037.6399746988;10126.996355652;107.525277502264;0.0739260739260739;41;41
25;0.973;0.431;71.640000000014;397.11;37.492;-4694.89360511927;-4736.37239513636;5.59814930484268;5.70595476654828;67.5938551333653;65.3534452496022;9762.07202962221;9832.69016567474;82.9575800341845;0.345654345654346;38;38
26;0.83;0.323;73.0190000000293;400.8;43.156;-4876.96679726891;-4930.44794184628;5.76395072198033;6.03284497748239;77.605414846589;73.5267640182899;10188.7722668301;10272.8810590423;106.96228915475;0.282717282717283;46;46
27;0.899;0.36;72.0590000000084;393.327;37.998;-4719.35075034678;-4766.83493015655;5.62597503191973;5.78918050164171;69.0446549425892;65.9201447102255;9819.87358458663;9897.59258468071;94.96835961953;0.297702297702298;39;39
28;0.748;0.225;72.6270000000368;386.031;30.578;-4669.8469574256;-4721.63183021155;5.6898976915128;5.9886202712653;66.8797731027348;63.2141267434078;9708.9144215662;9792.24737889198;103.569745571898;0.157842157842158;39;39
29;0.929;0.254;73.2039999999688;407.38;35.747;-4976.2484533766;-5063.94147926005;5.72055057948682;6.93612490744256;86.1161101814376;70.7393376516995;10436.8552426646;10525.7549454952;175.386051766885;0.215784215784216;48;48
30;0.812;0.157;73.4369999999763;406.471;37.495;-4906.86861508648;-4950.82322257956;5.78041268659805;5.98088055833367;80.8223810772612;77.6413678224188;10265.7130143518;10335.8333329806;87.909214986159;0.888111888111888;45;45
31;0.851;0.309;73.5179999999818;414.046;35.017;-4796.86628824887;-4863.06796427973;5.72084217712632;6.54117987976685;73.3766998076204;64.0231122480338;10000.655208205;10081.1866925535;132.403352061719;0.641358641358641;41;41
32;0.817;0.263;73.6880000000237;404.655;37.178;-4806.86438293052;-4851.49919069438;5.5819491564438;5.71596698902933;69.2525166024252;66.3432158291195;9995.14894946102;10068.3950890265;89.2696155277008;0.112887112887113;38;38
33;0.732;0.22;73.2999999999884;404.657;33.388;-4997.33387262535;-5052.90914074601;5.76745816831765;6.05934138955456;83.6680099866912;79.165650954125;10465.2567906778;10551.0838987696;111.15053624133;0.116883116883117;48;48
34;0.944;0.398;72.7799999999697;407.171;34.772;-4894.13814113768;-4941.21667741703;5.69797735319347;5.86776444957226;78.0580311074517;75.3220737242753;10223.9161455367;10302.8039103331;94.1570725586917;0.676323676323676;44;44
35;1.267;0.376;73.8730000000214;413.114;37.674;-4725.96285425766;-4798.26312966964;5.92422242112575;7.09914112070853;67.3782651116558;55.8900704654091;9825.58302795037;9906.47389421135;144.600550823965;0.97002997002997;41;41
36;0.901;0.473;72.6350000000093;398.695;34.112;-4800.29833131696;-4845.90282043431;5.64980134586595;5.84254667999847;75.147989042102;72.127363556468;10018.2477131882;10092.6689180774;91.2089782346939;0.445554445554446;42;42
37;0.772;0.299;73.0279999999912;399.601;34.345;-4867.23627910692;-4915.83062925106;5.67184452662847;5.82322553854037;79.5734371536256;76.5039279782472;10178.5698636291;10258.6277121847;97.1887002882795;0.003996003996004;44;44
38;0.728;0.271;73.1339999999618;388.518;34.623;-4692.11769168992;-4743.09339419801;5.66593723892149;5.82198670353958;73.037642317559;70.1538239511567;9790.15772984271;9876.08169639129;101.951405016176;0.0699300699300699;42;42
39;1.021;0.335;69.6769999999669;411.788;32.937;-4998.65745931635;-5045.67893096945;5.71031185719388;5.83097514301642;86.2421481199526;83.3937660528677;10481.4743067862;10559.5265663155;94.0429433062109;0.204795204795205;47;47
